Customer_ID,Age,Gender,Location,Annual_Income,Purchase_Frequency,Purchase_Amount,Product_Category,Purchase_Channel,Loyalty_Status,Membership_Years,Spending_Score
CUST0294,65,Male,Asansol,91637.0,16,628.4,Clothing,Mixed,Basic,2.8,68
CUST0295,42,Female,Bengaluru,52068.0,19,783.33,Home & Garden,In-Store,Silver,4.3,72
CUST0296,52,Male,Siliguri,100234.0,14,626.96,Sports,Online,Silver,1.1,70
CUST0297,42,Male,Kharagpur,122472.0,19,698.1,Electronics,Online,Platinum,1.4,73
CUST0298,46,Male,Bengaluru,55929.0,3,142.22,Home & Garden,Online,Gold,4.3,7
CUST0299,35,Female,Siliguri,53862.0,10,221.15,Home & Garden,In-Store,Platinum,7.7,28
CUST0300,63,Female,Asansol,101335.0,19,553.22,Clothing,Online,Gold,9.0,71
CUST0301,35,Female,Kharagpur,104489.0,9,241.68,Clothing,Online,Platinum,6.7,35
CUST0302,19,Male,Siliguri,51928.0,20,926.21,Groceries,Mixed,Gold,1.2,79
CUST0303,52,Male,Bengaluru,54495.0,13,293.35,Groceries,Online,Silver,6.8,38
CUST0304,33,Male,Durgapur,57955.0,7,195.06,Electronics,Online,Basic,6.4,21
CUST0305,58,Female,Bardhaman,31389.0,14,613.05,Home & Garden,Mixed,Basic,8.1,54
CUST0306,53,Female,Delhi,42034.0,9,427.45,Electronics,In-Store,Basic,8.3,41
CUST0307,50,Male,Howrah,39896.0,19,748.94,Electronics,Online,Silver,8.7,83
CUST0308,21,Male,Mumbai,45805.0,15,250.4,Clothing,In-Store,Silver,4.3,52
CUST0309,50,Female,Delhi,64133.0,20,341.25,Electronics,Online,Silver,7.0,69
CUST0310,31,Male,Kharagpur,70855.0,14,410.45,Electronics,In-Store,Platinum,2.8,67
CUST0311,38,Male,Kharagpur,103763.0,6,202.64,Sports,Online,Platinum,10.0,27
CUST0312,65,Male,Siliguri,40041.0,4,100.61,Groceries,In-Store,Basic,1.9,21
CUST0313,37,Female,Bardhaman,89608.0,8,290.5,Groceries,Mixed,Basic,0.3,29
CUST0314,25,Male,Asansol,59650.0,17,807.8,Home & Garden,Mixed,Silver,1.7,84
CUST0315,24,Male,Kolkata,63763.0,9,254.63,Groceries,Mixed,Basic,7.8,31
CUST0316,20,Male,Siliguri,81870.0,1,123.19,Home & Garden,Online,Gold,4.6,11
CUST0317,34,Male,Kolkata,36932.0,20,727.12,Sports,Online,Silver,4.6,71
CUST0318,50,Female,Howrah,74560.0,14,373.62,Groceries,Online,Silver,9.6,54
CUST0319,65,Female,Bengaluru,69161.0,11,416.84,Sports,In-Store,Gold,9.2,38
CUST0320,29,Female,Siliguri,77311.0,3,139.15,Groceries,Mixed,Gold,3.2,21
CUST0321,39,Male,Howrah,72229.0,9,224.95,Groceries,Online,Basic,2.2,40
CUST0322,39,Female,Mumbai,126383.0,14,656.52,Sports,Mixed,Gold,8.5,59
CUST0323,63,Male,Siliguri,49057.0,9,210.1,Electronics,In-Store,Silver,9.1,49
CUST0324,47,Female,Bardhaman,51725.0,4,241.94,Electronics,Mixed,Basic,5.5,18
CUST0325,55,Male,Bardhaman,49421.0,4,114.9,Electronics,Mixed,Basic,6.4,2
CUST0326,55,Female,Kharagpur,51113.0,8,315.97,Electronics,Online,Silver,2.7,27
CUST0327,62,Female,Mumbai,49065.0,2,101.93,Groceries,Online,Basic,8.0,1
CUST0328,25,Female,Kharagpur,94725.0,9,269.02,Clothing,Online,Basic,6.4,38
CUST0329,44,Male,Kolkata,100513.0,14,288.13,Sports,Online,Gold,5.1,39
CUST0330,44,Male,Delhi,50731.0,9,353.81,Clothing,In-Store,Gold,0.8,34
CUST0331,51,Male,Asansol,44191.0,16,665.85,Clothing,In-Store,Basic,9.2,71
CUST0332,38,Female,Mumbai,76785.0,17,765.6,Home & Garden,Mixed,Basic,6.2,76
CUST0333,47,Male,Bengaluru,51194.0,16,509.86,Electronics,In-Store,Gold,2.1,63
CUST0334,50,Male,Asansol,80823.0,12,554.25,Groceries,Online,Basic,6.1,55
CUST0335,45,Male,Siliguri,70073.0,3,145.02,Electronics,Online,Platinum,6.8,11
CUST0336,64,Male,Durgapur,27106.0,11,433.97,Electronics,Online,Silver,5.4,34
CUST0337,50,Male,Siliguri,103688.0,14,535.72,Clothing,Online,Basic,7.2,55
CUST0338,22,Male,Bengaluru,109897.0,18,734.35,Home & Garden,Online,Basic,5.9,81
CUST0339,65,Female,Mumbai,49680.0,5,239.77,Electronics,Online,Basic,9.5,22
CUST0340,36,Female,Kharagpur,55307.0,16,476.82,Sports,Online,Basic,0.7,65
CUST0341,21,Male,Kolkata,72147.0,20,873.57,Sports,Online,Basic,1.2,83
CUST0342,52,Female,Siliguri,73361.0,5,213.09,Electronics,In-Store,Silver,1.9,30
CUST0343,34,Female,Durgapur,81464.0,3,134.08,Clothing,Online,Basic,7.0,1
CUST0344,61,Male,Kolkata,115255.0,12,304.49,Clothing,Online,Silver,6.5,45
CUST0345,45,Male,Mumbai,60576.0,1,88.01,Groceries,Online,Silver,8.9,17
CUST0346,47,Female,Delhi,45043.0,9,312.02,Home & Garden,Mixed,Basic,7.4,48
CUST0347,46,Male,Asansol,30517.0,9,391.98,Clothing,Online,Basic,5.2,37
CUST0348,63,Female,Durgapur,46727.0,4,127.34,Groceries,Online,Basic,9.9,5
CUST0349,23,Female,Kolkata,64172.0,3,151.51,Sports,In-Store,Basic,2.8,25
CUST0350,52,Female,Kharagpur,109864.0,17,825.17,Sports,In-Store,Gold,8.4,77
CUST0351,58,Male,Durgapur,52060.0,2,66.22,Sports,Mixed,Basic,4.4,7
CUST0352,54,Female,Kolkata,70595.0,1,94.69,Electronics,Online,Gold,6.6,1
CUST0353,41,Male,Durgapur,64589.0,8,391.01,Home & Garden,Online,Silver,7.3,27
CUST0354,46,Male,Kharagpur,94710.0,13,531.3,Groceries,Online,Silver,6.4,60
CUST0355,63,Male,Kharagpur,128173.0,15,729.82,Home & Garden,In-Store,Silver,1.6,74
CUST0356,48,Male,Bengaluru,51728.0,8,398.29,Electronics,Online,Gold,4.5,38
CUST0357,52,Male,Bardhaman,52764.0,12,441.16,Groceries,Online,Basic,5.7,43
CUST0358,50,Female,Asansol,91104.0,12,351.11,Groceries,Online,Basic,8.5,38
CUST0359,38,Male,Siliguri,82047.0,14,639.53,Clothing,Online,Silver,4.5,51
CUST0360,49,Male,Siliguri,111168.0,15,606.69,Home & Garden,Online,Basic,9.2,59
CUST0361,40,Male,Mumbai,79598.0,15,548.56,Home & Garden,In-Store,Silver,4.5,54
CUST0362,50,Male,Howrah,56018.0,9,245.48,Clothing,In-Store,Silver,5.6,20
CUST0363,20,Male,Mumbai,79766.0,19,808.94,Sports,Online,Silver,8.0,87
CUST0364,35,Female,Howrah,92718.0,20,422.01,Electronics,Online,Silver,5.9,60
CUST0365,42,Male,Durgapur,85512.0,8,416.24,Home & Garden,In-Store,Silver,9.6,45
CUST0366,59,Male,Howrah,77682.0,19,526.07,Clothing,Online,Gold,6.7,75
CUST0367,48,Female,Bardhaman,91667.0,6,212.92,Groceries,Online,Gold,5.3,27
CUST0368,20,Male,Bardhaman,94232.0,20,640.63,Clothing,Online,Silver,0.4,92
CUST0369,57,Female,Asansol,99554.0,19,397.33,Sports,In-Store,Silver,4.3,57
CUST0370,63,Female,Kolkata,81218.0,4,198.2,Electronics,Mixed,Gold,3.1,25
CUST0371,41,Female,Siliguri,60822.0,7,370.03,Sports,In-Store,Silver,7.5,31
CUST0372,49,Female,Asansol,68668.0,4,209.82,Groceries,Online,Silver,2.2,39
CUST0373,64,Male,Bardhaman,95163.0,12,328.44,Groceries,Online,Gold,2.2,42
CUST0374,39,Male,Kolkata,44577.0,13,280.83,Groceries,Mixed,Silver,2.1,42
CUST0375,40,Female,Mumbai,74217.0,3,166.8,Groceries,Online,Basic,1.4,18
CUST0376,19,Female,Siliguri,55167.0,12,573.4,Clothing,Mixed,Gold,3.2,53
CUST0377,44,Male,Bengaluru,65719.0,2,106.94,Groceries,Mixed,Basic,8.9,3
CUST0378,59,Female,Siliguri,96961.0,2,171.34,Groceries,Online,Gold,7.8,4
CUST0379,19,Female,Durgapur,69777.0,9,303.72,Clothing,Mixed,Gold,7.4,48
CUST0380,43,Female,Delhi,66161.0,1,117.57,Groceries,Online,Platinum,8.0,1
CUST0381,34,Male,Siliguri,31004.0,8,291.09,Sports,In-Store,Basic,2.8,35
CUST0382,57,Female,Bardhaman,83656.0,6,233.11,Sports,Online,Silver,8.9,34
CUST0383,50,Male,Durgapur,81137.0,6,209.38,Home & Garden,Online,Silver,1.5,33
CUST0384,26,Male,Kharagpur,119081.0,18,888.82,Sports,In-Store,Basic,3.5,78
CUST0385,60,Male,Howrah,57306.0,17,318.03,Electronics,In-Store,Basic,6.0,57
CUST0386,65,Female,Mumbai,70479.0,12,375.49,Electronics,Online,Silver,1.2,44
CUST0387,56,Female,Bengaluru,71235.0,6,252.08,Electronics,In-Store,Silver,7.4,14
CUST0388,46,Male,Mumbai,104436.0,8,249.7,Clothing,Online,Basic,4.0,36
CUST0389,59,Male,Kharagpur,62618.0,19,375.59,Sports,Online,Silver,7.9,66
CUST0390,43,Male,Delhi,71976.0,10,472.89,Electronics,Online,Gold,5.0,57
CUST0391,52,Female,Siliguri,80197.0,1,107.16,Home & Garden,Online,Gold,2.0,1
CUST0392,42,Female,Asansol,69665.0,13,577.17,Clothing,Online,Platinum,7.4,66
CUST0393,41,Male,Durgapur,53839.0,17,772.0,Home & Garden,Online,Silver,2.7,85
CUST0394,30,Male,Bengaluru,69852.0,3,161.08,Sports,Online,Platinum,5.0,15
CUST0395,24,Female,Kharagpur,91841.0,8,374.71,Groceries,Online,Gold,0.9,19
CUST0396,53,Male,Delhi,39337.0,14,408.38,Home & Garden,Online,Basic,6.3,50
CUST0397,62,Female,Mumbai,68324.0,3,160.01,Groceries,Mixed,Basic,6.7,28
CUST0398,37,Female,Kharagpur,47497.0,16,755.12,Clothing,Online,Silver,3.9,74
CUST0399,18,Male,Bengaluru,94876.0,13,332.49,Home & Garden,Mixed,Silver,9.6,54
CUST0400,25,Male,Bengaluru,26920.0,20,551.64,Home & Garden,In-Store,Silver,8.8,75
CUST0401,63,Female,Delhi,51027.0,17,536.09,Clothing,In-Store,Silver,7.1,65
CUST0402,33,Female,Mumbai,74430.0,13,325.84,Clothing,In-Store,Gold,7.2,33
CUST0403,31,Female,Bardhaman,104138.0,6,157.55,Electronics,In-Store,Silver,2.7,29
CUST0404,29,Female,Bengaluru,63356.0,17,729.26,Sports,Online,Basic,6.6,82
CUST0405,40,Female,Durgapur,51120.0,14,681.24,Home & Garden,Online,Gold,2.1,56
CUST0406,32,Male,Durgapur,112029.0,17,526.82,Home & Garden,In-Store,Basic,1.6,65
CUST0407,45,Female,Howrah,28800.0,8,166.59,Clothing,In-Store,Platinum,10.0,26
CUST0408,51,Male,Mumbai,18000.0,11,206.34,Clothing,In-Store,Basic,6.3,41
CUST0409,19,Female,Kharagpur,76000.0,20,926.52,Sports,Online,Platinum,4.4,85
CUST0410,49,Male,Durgapur,52449.0,1,84.51,Clothing,In-Store,Basic,3.0,13
CUST0411,40,Male,Delhi,39469.0,7,213.27,Groceries,Online,Basic,6.1,28
CUST0412,39,Female,Kharagpur,82709.0,17,590.62,Groceries,Online,Basic,0.7,48
CUST0413,42,Female,Mumbai,71095.0,10,304.83,Groceries,Online,Gold,1.1,42
CUST0414,39,Male,Delhi,50898.0,11,382.59,Groceries,In-Store,Gold,0.5,52
CUST0415,39,Male,Siliguri,32992.0,9,383.77,Sports,Mixed,Silver,5.1,30
CUST0416,59,Male,Kolkata,86811.0,9,398.52,Home & Garden,Online,Platinum,6.1,43
CUST0417,23,Male,Durgapur,81255.0,5,246.84,Groceries,In-Store,Silver,0.8,38
CUST0418,32,Female,Durgapur,62521.0,17,498.19,Clothing,Online,Silver,7.3,66
CUST0419,60,Male,Howrah,111166.0,9,411.23,Groceries,Online,Gold,2.5,49
CUST0420,54,Male,Bardhaman,38248.0,17,635.4,Sports,Online,Basic,6.9,67
CUST0421,50,Female,Howrah,26862.0,19,368.13,Clothing,Online,Basic,9.8,66
CUST0422,25,Male,Mumbai,47702.0,7,280.33,Groceries,Online,Platinum,7.0,28
CUST0423,61,Male,Howrah,63860.0,9,275.91,Home & Garden,Online,Platinum,8.9,32
CUST0424,61,Male,Bardhaman,71083.0,7,320.92,Clothing,In-Store,Platinum,9.5,30
CUST0425,22,Male,Bardhaman,66833.0,13,426.39,Clothing,In-Store,Platinum,5.0,39
CUST0426,56,Female,Bengaluru,73801.0,11,573.67,Home & Garden,Online,Basic,7.1,49
CUST0427,21,Female,Bengaluru,33712.0,14,281.69,Clothing,Online,Gold,8.5,60
CUST0428,23,Female,Kolkata,101094.0,19,808.67,Groceries,Online,Silver,3.7,75
CUST0429,62,Male,Delhi,62946.0,11,431.61,Clothing,Online,Platinum,2.8,38
CUST0430,49,Female,Siliguri,92932.0,13,556.95,Groceries,Online,Silver,9.5,57
CUST0431,47,Male,Bardhaman,73568.0,14,393.53,Home & Garden,Online,Silver,7.3,54
CUST0432,64,Female,Siliguri,76419.0,13,476.9,Electronics,Mixed,Silver,2.4,56
CUST0433,52,Male,Durgapur,79244.0,1,83.13,Home & Garden,In-Store,Basic,4.6,5
CUST0434,57,Female,Asansol,76193.0,8,261.27,Groceries,Online,Basic,8.0,32
CUST0435,33,Female,Kolkata,81068.0,12,323.12,Sports,Online,Gold,5.6,42
CUST0436,30,Male,Mumbai,98229.0,19,686.64,Home & Garden,Online,Gold,6.6,68
CUST0437,59,Female,Kharagpur,69913.0,12,331.61,Sports,In-Store,Basic,7.6,49
CUST0438,47,Female,Siliguri,82725.0,8,283.98,Sports,Online,Gold,6.3,38
CUST0439,36,Male,Howrah,62757.0,8,239.14,Groceries,Online,Silver,5.5,35
CUST0440,34,Male,Bardhaman,101003.0,13,388.85,Groceries,In-Store,Silver,7.5,36
CUST0441,36,Male,Siliguri,48090.0,12,496.74,Electronics,Online,Basic,7.3,53
CUST0442,45,Male,Kharagpur,110024.0,16,609.02,Clothing,Online,Gold,6.4,59
CUST0443,43,Male,Bardhaman,63996.0,1,86.17,Home & Garden,Online,Gold,3.7,17
CUST0444,54,Female,Mumbai,29231.0,13,600.12,Groceries,Online,Silver,4.2,61
CUST0445,43,Male,Asansol,68203.0,7,259.7,Home & Garden,Online,Silver,9.7,36
CUST0446,40,Female,Howrah,47974.0,5,134.97,Sports,Online,Basic,1.3,19
CUST0447,26,Female,Siliguri,86016.0,8,199.37,Clothing,Online,Silver,2.8,29
CUST0448,29,Male,Bengaluru,48684.0,14,376.39,Electronics,Online,Basic,5.0,64
CUST0449,18,Female,Kolkata,53845.0,13,602.96,Home & Garden,In-Store,Basic,8.4,66
CUST0450,18,Female,Siliguri,18000.0,15,479.44,Clothing,Online,Silver,1.8,60
CUST0451,64,Male,Siliguri,53692.0,17,455.21,Electronics,Online,Platinum,2.9,62
CUST0452,51,Female,Kharagpur,18000.0,15,420.81,Home & Garden,In-Store,Silver,0.8,43
CUST0453,49,Male,Kharagpur,25402.0,20,686.9,Clothing,In-Store,Basic,7.1,83
CUST0454,65,Male,Kolkata,84010.0,18,683.3,Groceries,In-Store,Silver,2.5,74
CUST0455,42,Male,Siliguri,84645.0,18,429.81,Home & Garden,Online,Gold,4.0,70
CUST0456,57,Female,Delhi,75636.0,2,146.02,Clothing,Online,Gold,4.5,18
CUST0457,62,Female,Mumbai,40826.0,4,158.47,Electronics,In-Store,Gold,8.9,27
CUST0458,18,Female,Kharagpur,63807.0,1,86.02,Clothing,In-Store,Silver,4.2,9
CUST0459,33,Female,Kharagpur,64910.0,4,242.61,Groceries,Online,Gold,1.6,12
CUST0460,56,Male,Delhi,36041.0,18,331.61,Home & Garden,Mixed,Basic,5.3,45
CUST0461,22,Female,Bardhaman,102585.0,5,311.28,Home & Garden,Online,Basic,9.6,19
CUST0462,39,Male,Siliguri,86934.0,19,934.47,Home & Garden,Mixed,Basic,6.2,98
CUST0463,46,Female,Kolkata,59476.0,15,575.21,Groceries,Mixed,Silver,9.8,77
CUST0464,20,Female,Kharagpur,65672.0,8,348.18,Electronics,In-Store,Platinum,8.4,33
CUST0465,29,Female,Kolkata,70210.0,20,553.86,Home & Garden,Mixed,Gold,0.6,64
CUST0466,43,Female,Kolkata,18000.0,17,746.46,Electronics,In-Store,Basic,6.7,69
CUST0467,33,Female,Mumbai,58821.0,1,71.05,Clothing,Online,Basic,3.0,14
CUST0468,54,Male,Bengaluru,47950.0,12,477.26,Electronics,Online,Basic,5.7,46
CUST0469,39,Female,Kharagpur,39959.0,19,841.78,Electronics,Online,Basic,2.9,88
CUST0470,46,Female,Howrah,57972.0,15,725.4,Home & Garden,Online,Silver,3.6,70
CUST0471,31,Female,Bardhaman,109942.0,9,462.09,Sports,In-Store,Platinum,9.2,48
CUST0472,45,Female,Kolkata,81021.0,7,269.07,Sports,Online,Platinum,2.2,44
CUST0473,22,Male,Kharagpur,50721.0,2,129.13,Groceries,Online,Silver,8.8,15
CUST0474,64,Female,Bardhaman,79315.0,9,389.09,Groceries,In-Store,Gold,0.5,40
CUST0475,47,Male,Howrah,99984.0,10,544.53,Sports,Mixed,Silver,1.1,63
CUST0476,63,Female,Kharagpur,88116.0,2,159.5,Clothing,Online,Basic,8.6,14
CUST0477,22,Male,Siliguri,66491.0,19,513.91,Home & Garden,Online,Silver,6.4,65
CUST0478,29,Male,Kolkata,48827.0,11,339.12,Home & Garden,Online,Silver,7.5,48
CUST0479,33,Male,Howrah,82456.0,13,463.51,Clothing,In-Store,Gold,2.3,57
CUST0480,43,Male,Siliguri,74837.0,10,442.81,Clothing,Online,Basic,5.5,41
CUST0481,43,Male,Kolkata,87380.0,14,423.07,Sports,In-Store,Basic,7.4,50
CUST0482,65,Female,Durgapur,80879.0,18,658.4,Groceries,Online,Basic,6.3,72
CUST0483,38,Male,Asansol,91239.0,19,529.14,Clothing,Online,Platinum,4.8,68
CUST0484,56,Female,Delhi,51619.0,9,417.66,Groceries,Mixed,Silver,9.6,38
CUST0485,53,Male,Kolkata,97935.0,7,303.15,Electronics,Online,Gold,6.8,24
CUST0486,50,Male,Howrah,69940.0,3,112.88,Home & Garden,Online,Gold,9.1,16
CUST0487,47,Female,Howrah,116882.0,20,539.87,Sports,Online,Basic,7.4,78
CUST0488,54,Male,Asansol,47770.0,6,140.62,Home & Garden,Online,Silver,7.4,24
CUST0489,40,Male,Kharagpur,108399.0,2,193.87,Sports,Online,Gold,1.0,12
CUST0490,27,Male,Delhi,69948.0,6,170.99,Electronics,Online,Silver,3.7,21
CUST0491,22,Male,Bardhaman,48715.0,3,83.81,Home & Garden,Online,Platinum,8.6,23
CUST0492,53,Female,Kolkata,52903.0,16,748.5,Electronics,Online,Basic,2.5,72
CUST0493,51,Male,Kharagpur,56991.0,8,386.95,Sports,In-Store,Basic,1.3,46
CUST0494,48,Male,Siliguri,75604.0,2,138.76,Clothing,In-Store,Gold,3.4,3
CUST0495,27,Female,Bardhaman,78071.0,17,852.51,Home & Garden,Online,Gold,2.4,83
CUST0496,36,Female,Delhi,50657.0,9,189.88,Electronics,In-Store,Platinum,9.3,26
CUST0497,49,Male,Kharagpur,64391.0,12,462.75,Home & Garden,Online,Silver,8.7,46
CUST0498,18,Male,Bengaluru,118557.0,3,235.99,Home & Garden,Online,Platinum,5.1,14
CUST0499,22,Female,Bardhaman,108189.0,11,424.68,Home & Garden,Online,Gold,0.8,42
CUST0500,62,Male,Mumbai,75908.0,1,88.1,Groceries,Online,Gold,7.2,2
CUST0501,21,Female,Mumbai,65950.0,13,449.38,Electronics,Online,Silver,6.3,62
CUST0502,33,Male,Kolkata,68001.0,15,457.05,Electronics,Online,Basic,9.7,59
CUST0503,41,Female,Kolkata,80338.0,5,267.8,Home & Garden,In-Store,Platinum,5.7,25
CUST0504,33,Female,Kolkata,39430.0,17,369.82,Clothing,Mixed,Silver,3.5,57
CUST0505,19,Female,Delhi,58566.0,6,186.98,Home & Garden,Online,Silver,5.3,30
CUST0506,45,Male,Bengaluru,23285.0,11,248.39,Groceries,In-Store,Silver,9.8,42
CUST0507,49,Male,Kharagpur,74981.0,18,491.55,Sports,In-Store,Silver,7.0,65
CUST0508,44,Male,Siliguri,81180.0,4,191.94,Groceries,In-Store,Silver,6.8,5
CUST0509,37,Male,Durgapur,52920.0,3,116.16,Clothing,Online,Basic,2.6,14
CUST0510,41,Female,Howrah,104350.0,13,601.68,Home & Garden,Online,Gold,7.5,63
CUST0511,29,Female,Siliguri,34356.0,9,235.75,Electronics,Online,Silver,7.6,26
CUST0512,52,Female,Kharagpur,28391.0,6,139.53,Home & Garden,Online,Silver,3.3,19
CUST0513,50,Male,Bengaluru,70611.0,12,486.68,Clothing,In-Store,Basic,4.9,55
CUST0514,50,Male,Delhi,91177.0,2,112.79,Electronics,Online,Basic,3.1,1
CUST0515,60,Male,Bardhaman,107098.0,3,220.26,Groceries,Online,Basic,2.7,11
CUST0516,54,Female,Siliguri,53528.0,3,150.84,Sports,In-Store,Gold,0.5,17
CUST0517,29,Male,Bardhaman,91967.0,12,336.76,Sports,In-Store,Basic,3.0,54
CUST0518,20,Male,Durgapur,64037.0,15,276.54,Home & Garden,Online,Platinum,5.6,69
CUST0519,18,Female,Kharagpur,60684.0,9,282.17,Groceries,In-Store,Basic,0.2,51
CUST0520,50,Female,Bengaluru,87091.0,8,229.52,Clothing,Online,Basic,3.0,32
CUST0521,57,Male,Kharagpur,81308.0,11,245.04,Sports,Online,Basic,8.8,35
CUST0522,27,Female,Howrah,25590.0,16,380.23,Groceries,Online,Basic,6.0,65
CUST0523,60,Male,Delhi,101914.0,4,162.31,Home & Garden,In-Store,Gold,6.2,13
CUST0524,61,Female,Howrah,99502.0,1,83.78,Electronics,Mixed,Gold,4.2,1
CUST0525,46,Female,Kharagpur,49361.0,7,289.89,Home & Garden,Online,Silver,6.8,28
CUST0526,30,Female,Howrah,74895.0,2,113.22,Home & Garden,Online,Basic,2.1,6
CUST0527,29,Male,Asansol,77351.0,5,179.04,Groceries,Online,Basic,8.2,24
CUST0528,48,Male,Kharagpur,71517.0,7,222.38,Sports,Online,Silver,1.3,23
CUST0529,63,Male,Bengaluru,51242.0,4,212.04,Groceries,Online,Platinum,6.6,20
CUST0530,19,Female,Siliguri,48209.0,5,218.35,Electronics,Online,Basic,3.5,35
CUST0531,52,Female,Bengaluru,64361.0,1,95.02,Groceries,In-Store,Gold,7.5,7
CUST0532,40,Female,Asansol,94318.0,1,109.62,Clothing,In-Store,Silver,5.6,19
CUST0533,34,Female,Siliguri,78590.0,15,599.08,Home & Garden,Online,Basic,4.6,73
CUST0534,43,Male,Asansol,55735.0,20,651.74,Sports,Online,Silver,1.9,84
CUST0535,25,Male,Siliguri,84292.0,19,568.63,Electronics,Online,Basic,6.4,71
CUST0536,46,Male,Bengaluru,18000.0,10,300.55,Home & Garden,Online,Gold,9.8,47
CUST0537,43,Female,Kharagpur,93719.0,18,619.58,Groceries,In-Store,Basic,8.3,70
CUST0538,27,Female,Kolkata,21507.0,3,74.95,Clothing,Mixed,Gold,0.8,11
CUST0539,43,Male,Mumbai,55939.0,11,327.52,Groceries,Online,Basic,3.9,45
CUST0540,51,Female,Mumbai,37008.0,15,616.53,Home & Garden,Online,Platinum,9.3,64
CUST0541,58,Male,Asansol,32633.0,11,500.82,Electronics,In-Store,Basic,5.1,43
CUST0542,24,Female,Mumbai,94021.0,17,511.91,Sports,Online,Gold,6.7,54
CUST0543,21,Female,Bengaluru,53307.0,17,452.98,Home & Garden,In-Store,Gold,9.1,71
CUST0544,62,Male,Bardhaman,73663.0,6,164.47,Electronics,Online,Platinum,8.8,27
CUST0545,28,Male,Asansol,63827.0,5,225.44,Home & Garden,In-Store,Silver,5.1,8
CUST0546,46,Female,Siliguri,76926.0,8,289.62,Clothing,Online,Gold,4.5,27
CUST0547,53,Male,Delhi,66921.0,2,141.76,Groceries,In-Store,Basic,3.5,12
CUST0548,42,Male,Howrah,32925.0,16,433.32,Sports,In-Store,Basic,7.2,64
CUST0549,38,Female,Bengaluru,89907.0,20,638.23,Electronics,Online,Silver,3.0,67
CUST0550,53,Female,Siliguri,52656.0,12,438.27,Sports,In-Store,Basic,2.6,49
CUST0551,27,Female,Bardhaman,26085.0,6,259.71,Sports,In-Store,Platinum,3.7,30
CUST0552,54,Male,Delhi,54297.0,1,60.12,Sports,Online,Basic,1.9,2
CUST0553,26,Female,Mumbai,102519.0,4,169.95,Electronics,Online,Silver,7.0,19
CUST0554,41,Female,Bardhaman,86256.0,17,809.05,Electronics,Online,Silver,6.2,73
CUST0555,52,Female,Asansol,56284.0,13,251.76,Sports,Online,Silver,4.9,52
CUST0556,52,Female,Durgapur,56269.0,18,799.45,Groceries,Online,Silver,4.0,73
CUST0557,65,Female,Durgapur,56959.0,5,149.26,Home & Garden,In-Store,Basic,9.1,10
CUST0558,53,Male,Mumbai,116919.0,3,219.89,Sports,Online,Silver,0.5,17
CUST0559,35,Female,Durgapur,74548.0,11,425.77,Clothing,Mixed,Basic,7.7,35
CUST0560,56,Female,Durgapur,75751.0,13,404.69,Sports,Online,Platinum,9.0,34
CUST0561,49,Male,Siliguri,90757.0,4,261.87,Electronics,Online,Gold,4.6,29
CUST0562,41,Female,Siliguri,70970.0,14,251.68,Home & Garden,Online,Platinum,5.6,40
CUST0563,40,Female,Howrah,58524.0,11,278.17,Clothing,Online,Basic,9.5,30
CUST0564,49,Male,Kharagpur,60091.0,10,382.26,Home & Garden,Online,Basic,2.3,35
CUST0565,54,Female,Mumbai,63210.0,19,535.31,Home & Garden,Online,Basic,5.3,65
CUST0566,29,Male,Durgapur,64069.0,18,663.47,Clothing,Online,Basic,4.9,73
CUST0567,30,Female,Howrah,83191.0,6,157.58,Sports,In-Store,Basic,2.7,14
CUST0568,40,Male,Mumbai,66299.0,15,329.99,Sports,In-Store,Silver,8.2,57
CUST0569,42,Male,Durgapur,83316.0,10,239.7,Sports,Online,Basic,9.0,42
CUST0570,52,Female,Bengaluru,62982.0,5,147.08,Groceries,In-Store,Silver,7.9,9
CUST0571,58,Male,Kolkata,66966.0,5,207.79,Sports,In-Store,Gold,2.1,17
CUST0572,47,Male,Bengaluru,18000.0,10,390.49,Clothing,Online,Gold,1.1,38
CUST0573,34,Female,Delhi,87908.0,5,305.84,Groceries,Mixed,Basic,6.1,24
CUST0574,37,Female,Mumbai,73662.0,3,204.12,Sports,In-Store,Basic,0.8,24
CUST0575,65,Male,Kharagpur,89950.0,6,206.96,Groceries,Online,Silver,6.8,33
CUST0576,42,Female,Delhi,18000.0,4,132.17,Clothing,Online,Basic,5.4,36
CUST0577,39,Male,Howrah,117209.0,18,463.27,Sports,Online,Silver,6.7,49
CUST0578,30,Male,Howrah,61510.0,9,256.31,Electronics,Online,Basic,6.0,27
CUST0579,36,Female,Durgapur,92705.0,17,607.72,Clothing,In-Store,Gold,4.3,84
CUST0580,53,Female,Delhi,39002.0,13,252.36,Home & Garden,Online,Gold,2.2,31
CUST0581,29,Male,Durgapur,80319.0,15,398.79,Home & Garden,In-Store,Silver,3.2,70
CUST0582,58,Female,Mumbai,38665.0,20,885.93,Clothing,In-Store,Basic,5.3,89
CUST0583,36,Female,Howrah,49406.0,17,539.65,Home & Garden,In-Store,Basic,6.6,68
CUST0584,29,Male,Kolkata,112851.0,13,498.04,Clothing,In-Store,Gold,7.8,44
CUST0585,26,Male,Howrah,60233.0,16,316.35,Electronics,Online,Silver,7.7,52
CUST0586,24,Male,Siliguri,70436.0,4,163.17,Clothing,Online,Basic,9.7,31
CUST0587,45,Male,Bardhaman,86752.0,5,296.84,Sports,In-Store,Basic,3.0,24
